,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_time_on_site_returning,nb_actions_per_visit_returning,bounce_rate_returning,avg_time_on_site_new,nb_actions_per_visit_new,bounce_rate_new,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit
2019-10-08,22676,25633,158,289294,8440,13308,3562424,16037,94,6299,3202,1,14,7,779,389,929,1,0%,0%,0%,0%,0%,10322,4777,0,18.64%,174359,131301,10553,8050,4435,3692,99947,500,50307,0.638,52%,11.3,139,173,27,54%,125,4.7,51%,18041,84129,18033,43,4563,7592,205165,5416,123,8440,5736,3421,0,18.96%,4586,1356,0,17.86%
2019-10-09,22831,26680,179,278934,10597,14752,3781429,15562,134,7683,3300,1,14,6,692,417,973,1,0%,0%,0%,0%,0%,11007,4851,0,18.18%,175957,135406,9639,7592,4251,3577,89087,500,49613,0.654,55%,10.5,142,171,24.4,59%,128,3.9,54%,18115,70154,18110,58,7319,8565,208780,5544,132,10597,5398,3365,0,18.58%,5609,1486,0,17.35%
2019-10-10,22944,24625,185,288286,18476,12766,3414459,15380,132,6313,2800,0,16,4,659,396,954,0,0%,0%,0%,0%,0%,10465,4753,0,19.3%,176812,132096,10192,7588,3929,3336,97353,500,47778,0.587,52%,11.7,139,210,34.6,45%,114,3.8,54%,18288,68728,18278,61,4613,6337,219558,5476,138,18476,5430,3421,0,18.71%,5035,1332,0,21.02%
2019-10-11,20002,21383,150,273344,27777,11273,3027096,13261,91,5825,2206,0,12,4,542,368,762,0,0%,0%,0%,0%,0%,9444,4281,0,20.02%,162882,120705,8446,6471,3645,3093,98371,500,43566,0.725,53%,12.8,142,211,36.5,46%,118,4.9,55%,16041,78417,16036,45,6060,5342,194927,4607,112,27777,5051,3108,0,19.38%,4393,1173,0,21.96%
2019-10-12,10253,10885,69,129769,16262,6552,1204740,6314,29,3294,1248,0,12,5,224,226,440,0,0%,0%,0%,0%,0%,5206,2380,0,21.86%,87075,62959,2699,2182,1779,1516,38216,500,19132,0.669,60%,11.9,111,227,48,53%,84,3.7,62%,8857,32515,8849,23,3184,2028,97254,1760,49,16262,2878,1840,0,20.77%,2328,540,0,26.63%
2019-10-13,7298,7612,48,95967,27073,4641,760296,4343,85,2311,873,0,9,5,152,153,303,0,0%,0%,0%,0%,0%,3335,1685,0,22.14%,71911,44456,1886,1475,1186,988,20984,500,12927,0.708,61%,12.6,100,218,60.6,53%,75,2.7,63%,6305,16756,6305,8,2411,1307,79211,1181,40,27073,1923,1354,0,21.48%,1412,331,0,25.33%
2019-10-14,24161,25879,126,291904,18745,13483,3894199,16449,301,6025,3104,0,14,6,761,408,1006,0,0%,0%,0%,0%,0%,10495,5140,0,19.86%,173165,127736,11034,8043,4453,3784,103252,500,52020,0.944,52%,11.3,150,224,35.5,46%,127,3.4,54%,19526,66219,19524,15,2879,6353,225685,5495,111,18745,5421,3722,0,19.06%,5074,1418,0,22.32%
2019-10-15,25688,27506,204,300160,12270,14249,3980279,18150,95,6284,2977,0,15,5,730,424,906,0,0%,0%,0%,0%,0%,11330,5247,0,19.08%,185469,136561,10823,8240,5304,4465,98564,500,54357,1.01,52%,10.9,145,237,33.8,46%,115,3.6,54%,20811,73913,20810,61,5498,6695,226247,5728,151,12270,5751,3816,0,18.34%,5579,1431,0,21.37%
2019-10-16,21737,23390,165,277791,20928,11991,3618248,15317,79,5387,2606,1,14,5,596,385,798,1,0%,0%,0%,0%,0%,10561,4733,0,20.24%,175788,127137,9875,7704,4176,3503,87952,500,48276,0.927,51%,11.9,155,234,31.1,44%,126,4.9,54%,17184,84971,17184,51,11854,6206,192820,5296,123,20928,5680,3350,0,19.49%,4881,1383,0,22.28%
2019-10-17,21411,23119,153,281462,31083,11831,3669314,15068,93,5504,2453,1,12,5,574,394,838,1,0%,0%,0%,0%,0%,9761,4567,0,19.75%,173310,130010,10237,7678,4041,3360,93874,500,47394,0.977,51%,12.2,159,239,35,45%,130,4.1,53%,17058,69525,17055,41,4431,6061,211937,5142,116,31083,5026,3298,0,19.33%,4735,1269,0,20.94%
2019-10-18,19377,20778,162,250322,27708,10669,2987463,13252,83,5261,2182,0,12,5,518,389,770,0,0%,0%,0%,0%,0%,9862,4643,0,22.35%,155594,115241,8135,6171,3690,3120,82903,500,41301,0.903,51%,12,144,221,33.1,45%,117,4.7,54%,15377,71710,15374,43,7328,5401,178612,4671,126,27708,5405,3386,0,22.02%,4457,1257,0,23.27%
2019-10-19,10454,11056,68,135990,31481,6476,1274351,6789,31,3066,1163,7,14,5,220,200,419,1,0%,0%,0%,0%,0%,5394,2660,0,24.06%,93298,65656,2794,2259,1966,1625,37932,500,19840,0.927,59%,12.3,115,246,55.1,50%,86,2.7,60%,9025,24171,9023,23,783,2031,111819,1761,48,31481,3157,2139,0,23.7%,2237,521,0,25.65%
2019-10-20,11354,12009,71,142262,14142,6968,1354788,7556,43,3103,1307,0,13,6,246,238,495,0,0%,0%,0%,0%,0%,6166,2913,0,24.26%,97712,71635,2996,2408,2179,1786,39375,500,21454,1.172,58%,11.8,113,229,49.2,49%,87,3.6,60%,9845,35901,9829,22,4946,2164,106361,1894,52,14142,3652,2333,0,23.7%,2514,580,0,26.8%
2019-10-21,19747,21284,166,258327,75643,11118,2942240,13924,60,5017,2282,1,18,6,555,380,783,1,0%,0%,0%,0%,0%,9832,4477,0,21.03%,175362,123223,7862,6354,3686,3148,71417,500,41314,1.201,52%,12.1,138,239,37.9,44%,102,2.8,55%,15624,43570,15612,34,1357,5660,214757,4805,138,75643,4660,3187,0,20.4%,5172,1290,0,22.79%
2019-10-22,21898,23729,182,264729,64094,12143,3244748,15179,103,5216,3230,1,12,6,612,409,846,1,0%,0%,0%,0%,0%,9978,4798,0,20.22%,174878,122137,9011,7216,4248,3614,76592,500,45106,1.035,51%,11.2,137,228,32.9,43%,102,3,54%,17265,52367,17260,49,3248,6464,212362,5421,137,64094,5045,3434,0,19.89%,4933,1364,0,21.1%
2019-10-23,21309,22938,162,254145,13737,11902,3117778,14998,85,4989,2865,1,12,5,622,401,888,1,0%,0%,0%,0%,0%,9025,4578,0,19.96%,163726,121229,8246,6829,4142,3505,78031,500,44510,0.655,52%,11.1,136,222,33,43%,106,3.4,55%,16985,57700,16979,44,3831,5953,196445,5050,127,13737,4844,3266,0,19.23%,4181,1312,0,22.04%
2019-10-24,20692,22290,169,251826,36335,11761,2980101,14789,75,5019,2407,0,13,6,537,390,941,0,0%,0%,0%,0%,0%,8798,4402,0,19.75%,167944,121690,8139,6584,4054,3435,71689,500,42635,0.686,53%,11.3,134,228,35.4,45%,100,2.7,56%,16437,44595,16432,39,1837,5853,207231,4954,137,36335,4534,3126,0,19.02%,4264,1276,0,21.8%
2019-10-25,17583,18846,134,260635,107357,10098,2476638,12429,50,4429,1938,0,12,4,502,332,799,0,0%,0%,0%,0%,0%,7791,3694,0,19.6%,191407,144336,6579,5305,3268,2792,59381,500,35438,0.647,54%,13.8,131,222,44.7,45%,99,2.8,57%,13879,38632,13877,30,2272,4967,222003,4257,109,107357,3892,2646,0,19.06%,3899,1048,0,21.1%
2019-10-26,9316,9837,61,288820,160113,5819,1059756,5920,16,2821,1080,0,13,5,178,211,476,0,0%,0%,0%,0%,0%,5090,2305,0,23.43%,256517,218664,2402,1884,1803,1486,28098,500,17083,2.013,59%,29.4,108,229,155.9,51%,82,2.6,61%,8118,20886,8111,22,1858,1719,267934,1483,42,160113,2825,1871,0,23.05%,2265,434,0,25.25%
2019-10-27,11181,11849,80,298271,200879,6909,1369987,7272,29,3312,1236,0,13,5,242,243,518,0,0%,0%,0%,0%,0%,6071,2830,0,23.88%,255087,229578,2922,2375,2185,1824,38077,500,21533,0.681,58%,25.2,116,257,121.9,49%,83,3.1,61%,9650,30127,9648,27,3746,2199,268144,1894,55,200879,3543,2249,0,23.31%,2528,581,0,26.42%
2019-10-28,18535,20000,157,235733,51466,10132,2879622,13821,83,3941,2155,0,16,7,586,378,796,0,0%,0%,0%,0%,0%,9811,4480,0,22.4%,158100,109532,7755,6285,3848,3291,66030,500,40294,0.661,51%,11.8,144,243,33,43%,107,3.8,53%,14523,54722,14519,29,4805,5477,181011,4643,131,51466,4883,3148,0,21.68%,4928,1332,0,24.32%
2019-10-29,18003,19481,162,229935,20154,9444,2725849,13864,41,3286,2290,0,14,6,531,405,815,0,0%,0%,0%,0%,0%,8465,4297,0,22.06%,154365,113297,7391,6049,3850,3265,64328,500,38567,0.705,48%,11.8,140,217,32.7,44%,109,3.4,50%,13895,47426,13893,40,4206,5586,182509,4699,125,20154,4740,3016,0,21.71%,3725,1281,0,22.93%
2019-10-30,17568,18949,148,224772,14836,9579,2671941,13295,54,3685,1915,0,13,6,534,364,759,0,0%,0%,0%,0%,0%,8635,4335,0,22.88%,155074,117805,6946,5680,3539,3052,59213,500,36451,0.688,51%,11.9,141,233,33.4,42%,106,3.7,54%,13730,50519,13729,31,3634,5219,174253,4420,123,14836,4597,3048,0,22.2%,4038,1287,0,24.66%
2019-10-31,16555,17745,118,188242,9809,9470,2343138,11607,150,4194,1794,0,14,6,453,355,683,0,0%,0%,0%,0%,0%,7438,3795,0,21.39%,126487,95299,6326,5152,3262,2719,52167,500,33064,0.664,53%,10.6,132,231,30,44%,97,3.7,57%,13064,47750,13062,25,9809,4681,140492,3991,100,5902,4099,2683,0,20.54%,3339,1112,0,23.76%
2019-11-01,11230,11973,78,139187,7710,6846,1382796,7623,86,3071,1192,1,14,7,238,252,490,1,0%,0%,0%,0%,0%,5654,2812,0,23.49%,91148,72376,3157,2494,2205,1808,42677,500,21496,0.68,57%,11.6,115,225,47,49%,89,3.1,59%,9653,30249,9649,22,3433,2320,108938,1956,56,7710,3421,2200,0,22.79%,2233,612,0,26.38%
2019-11-02,10488,11137,63,123751,6307,6568,1240744,6921,67,3123,1025,1,14,5,225,242,446,1,0%,0%,0%,0%,0%,5344,2567,0,23.05%,82438,64363,2835,2248,1898,1579,36580,500,19855,0.676,59%,11.1,111,236,47,50%,83,2.8,61%,9046,25433,9038,19,2077,2091,98318,1777,48,6307,2988,1984,0,21.93%,2356,583,0,27.88%
2019-11-03,12401,13159,49,143965,17531,7704,1443169,8457,59,3367,1276,0,14,5,308,253,575,0,0%,0%,0%,0%,0%,6125,3041,0,23.11%,96817,72584,3278,2701,2362,1974,41508,500,24291,0.672,59%,10.9,110,241,47.9,49%,80,2.7,61%,10752,28552,10751,12,2540,2407,115413,2051,41,17531,3514,2350,0,21.86%,2611,691,0,28.71%
2019-11-04,22414,24046,193,277970,9096,12449,3438288,15617,71,5783,2575,0,14,4,612,430,982,0,0%,0%,0%,0%,0%,9880,4888,0,20.33%,176682,135175,9714,7279,4167,3535,87407,500,48130,0.679,52%,11.6,143,219,34.6,44%,117,3.8,54%,18002,69084,17998,59,5380,6044,208886,5127,143,9096,5461,3549,0,19.71%,4419,1339,0,22.15%
2019-11-05,22773,24491,189,293673,8942,12516,3533114,16275,110,5542,2564,0,14,3,592,418,922,0,0%,0%,0%,0%,0%,10739,5211,0,21.28%,185371,139495,9410,7360,4526,3756,94366,500,50301,0.641,51%,12,144,226,35.3,45%,116,3.9,53%,18185,70876,18181,51,4305,6306,222797,5359,145,8942,5845,3773,0,20.75%,4894,1438,0,22.8%
2019-11-06,22656,24381,177,297976,10849,12511,3399301,16275,116,5471,2519,0,11,5,639,407,1059,0,0%,0%,0%,0%,0%,11217,5081,0,20.84%,194515,141175,9135,7319,4662,3993,89664,500,48908,0.63,51%,12.2,139,225,35.4,43%,110,4.4,54%,18202,79505,18199,45,7584,6179,218471,5256,137,10849,5647,3604,0,19.8%,5570,1477,0,23.9%
2019-11-07,22443,24100,178,292789,13383,12580,3252372,16096,95,5592,2317,0,13,5,609,402,888,0,0%,0%,0%,0%,0%,10216,4819,0,20%,188356,139389,9134,6904,4330,3672,90969,500,47351,0.678,52%,12.1,135,223,37.5,44%,106,3.8,55%,18139,69371,18136,39,3691,5961,223418,5098,148,13383,5213,3421,0,18.86%,5003,1398,0,23.45%
2019-11-08,18571,19954,174,263352,10617,10493,2785892,12788,61,5271,1834,0,15,5,491,341,734,0,0%,0%,0%,0%,0%,9013,4057,0,20.33%,176495,138921,7379,5663,3514,3027,75963,500,39764,0.651,53%,13.2,140,210,37.4,46%,116,5,55%,14888,74118,14888,47,9871,5066,189234,4313,135,10617,4779,2912,0,19.56%,4234,1145,0,22.6%
2019-11-09,11792,12453,70,153541,14756,7228,1299835,8292,36,3142,983,0,12,4,226,209,421,0,0%,0%,0%,0%,0%,5372,2557,0,20.53%,103187,75970,2874,2281,2490,2056,44988,500,21501,0.627,58%,12.3,104,220,59.6,52%,82,3.1,59%,10415,32081,10405,23,3800,2038,121460,1759,49,14756,3144,2031,0,19.5%,2228,526,0,25.81%
2019-11-10,11067,11845,63,138340,7466,6880,1333091,7375,34,3297,1139,0,13,5,249,239,530,0,0%,0%,0%,0%,0%,5892,2798,0,23.62%,93357,71804,3070,2474,2065,1708,39848,500,21294,0.675,58%,11.7,113,211,49.2,51%,89,2.8,60%,9582,26894,9582,19,921,2263,111446,1851,46,7466,3422,2206,0,23.02%,2470,592,0,26.16%
2019-11-11,14115,14984,84,176504,10626,8544,1786892,9596,57,3734,1597,0,14,4,334,307,721,0,0%,0%,0%,0%,0%,7161,3399,0,22.68%,116454,87209,4257,3455,2621,2222,53172,500,27982,0.688,57%,11.8,119,229,46.9,50%,94,3.8,59%,12216,46666,12211,24,5441,2768,129838,2389,64,10626,4305,2694,0,22.05%,2856,705,0,25.47%
2019-11-12,22101,23757,193,290173,9766,12273,3389270,15647,69,5731,2308,2,12,5,632,403,878,1,0%,0%,0%,0%,0%,10329,4844,0,20.39%,187109,142967,9293,7229,4046,3426,89725,500,46543,0.668,52%,12.2,143,220,36.8,44%,116,3.7,54%,17654,65811,17646,47,4361,6103,224362,5190,152,9766,5279,3490,0,19.77%,5050,1354,0,22.19%
2019-11-13,21357,23039,172,274995,7441,11827,3335139,15284,88,5349,2318,0,12,6,573,390,886,0,0%,0%,0%,0%,0%,10593,4756,0,20.64%,179642,133938,8631,7041,4180,3534,82542,500,45949,0.674,51%,11.9,145,226,31.8,43%,115,4.8,54%,16941,80775,16936,41,6778,6098,194220,5166,141,7441,5563,3353,0,19.79%,5030,1403,0,23.01%
2019-11-14,22433,24096,179,311455,11738,12330,3615552,15965,55,5725,2343,8,15,4,640,385,912,2,0%,0%,0%,0%,0%,10674,5016,0,20.82%,209243,161439,9871,7543,4320,3700,88021,500,50096,0.734,51%,12.9,150,237,40.5,44%,119,3.1,54%,17773,55158,17772,42,1869,6323,256297,5449,142,11738,5380,3598,0,20.24%,5294,1418,0,22.43%
2019-11-15,19495,20980,158,248095,7547,10904,2986565,13634,55,5188,2103,0,12,5,530,350,843,0,0%,0%,0%,0%,0%,9319,4364,0,20.8%,162644,124075,7706,6085,3842,3240,73903,500,41671,0.65,52%,11.8,142,229,36.1,44%,112,3.2,55%,15476,49294,15472,30,2333,5504,198801,4677,132,7547,4594,3083,0,19.92%,4725,1281,0,23.27%
2019-11-16,10788,11460,74,136626,17869,6720,1352135,7133,53,3225,1048,1,12,3,224,228,479,1,0%,0%,0%,0%,0%,5719,2643,0,23.06%,91498,64002,2848,2374,1994,1689,40286,500,20839,0.714,59%,11.9,118,234,50.9,50%,90,2.6,61%,9253,24393,9240,28,787,2207,112233,1893,47,17869,3078,2054,0,22.2%,2641,589,0,26.69%
2019-11-17,12494,13399,73,148809,11576,7650,1613419,8236,69,3747,1347,0,13,6,251,255,607,0,0%,0%,0%,0%,0%,6939,3378,0,25.21%,97598,70816,3530,2824,2646,2130,45035,500,24401,0.71,57%,11.1,120,244,42.4,50%,91,3.6,59%,10814,39138,10811,26,2698,2585,109671,2129,55,11576,4142,2639,0,24.4%,2797,739,0,28.59%
2019-11-18,22024,23874,184,288911,14954,12337,3453117,15314,171,5990,2399,0,14,8,616,421,909,0,0%,0%,0%,0%,0%,10503,4982,0,20.87%,188085,136608,9093,7192,4054,3488,87679,500,47439,0.668,52%,12.1,145,223,34,43%,116,4,55%,17441,70178,17438,42,10534,6433,218733,5433,148,14954,5203,3495,0,20.04%,5300,1487,0,23.12%
2019-11-19,22329,24098,180,305682,17058,12345,3666910,15798,124,5837,2339,0,13,6,631,426,954,0,0%,0%,0%,0%,0%,10876,5076,0,21.06%,195693,142142,10117,7748,4351,3682,95521,500,50884,0.676,51%,12.7,152,239,37.6,44%,121,3.8,54%,17735,66705,17732,47,2555,6363,238977,5435,137,17058,5340,3597,0,20.28%,5536,1479,0,23.24%
2019-11-20,22649,24556,162,285282,11326,13153,3239987,14955,69,5790,3741,1,12,5,577,405,961,1,0%,0%,0%,0%,0%,11110,4733,0,19.27%,191858,138497,9136,7146,4207,3584,80081,500,48072,0.669,54%,11.6,132,220,36.4,46%,101,2.9,56%,18175,52822,18172,29,3866,6381,232460,5390,134,11326,4889,3367,0,18.53%,6221,1366,0,21.41%
2019-11-21,20881,22561,162,298353,9962,11301,3609203,14732,45,5520,2263,1,14,6,596,424,935,1,0%,0%,0%,0%,0%,10602,4745,0,21.03%,188424,136003,9675,7312,4103,3489,96151,500,48228,0.624,50%,13.2,160,232,38,43%,133,4.1,53%,16493,67718,16486,38,5015,6068,230635,5118,131,9962,5195,3348,0,20.3%,5407,1397,0,23.02%
2019-11-22,19155,20568,133,256136,19086,10608,2981776,13067,67,5470,1964,0,14,5,489,369,726,0,0%,0%,0%,0%,0%,9342,4210,0,20.47%,165038,116538,8260,6193,3705,3067,79133,500,42752,0.617,52%,12.5,145,217,34.2,44%,119,4.6,54%,15120,70061,15118,36,6082,5448,186075,4689,104,19086,4749,2929,0,19.37%,4593,1281,0,23.51%
2019-11-23,12287,13004,71,152659,9876,7685,1380027,8320,39,3488,1157,0,12,6,267,243,532,0,0%,0%,0%,0%,0%,5875,2802,0,21.55%,103068,74976,3193,2577,2035,1725,44363,500,22443,0.653,59%,11.7,106,221,48.6,52%,81,3.6,61%,10649,38224,10647,26,7818,2355,114435,2026,48,9876,3428,2198,0,20.64%,2447,604,0,25.65%
2019-11-24,13162,14001,63,174386,11272,8137,1670696,9069,74,3571,1287,0,15,5,311,269,631,0,0%,0%,0%,0%,0%,6642,3067,0,21.91%,119540,90329,3764,2988,2471,2098,48611,500,25848,0.637,58%,12.5,119,237,54.6,50%,92,2.7,60%,11365,30379,11363,23,1617,2636,144007,2261,42,11272,3605,2352,0,20.7%,3037,715,0,27.12%
2019-11-25,22901,24710,184,323369,10343,12548,3739886,16110,87,5772,2741,0,13,4,679,440,1292,0,0%,0%,0%,0%,0%,11173,4991,0,20.2%,214855,161464,10120,7883,4242,3678,94152,500,50756,0.68,51%,13.1,151,222,37.2,44%,126,4.6,53%,18294,84832,18283,36,9724,6416,238537,5431,149,10343,5778,3564,0,19.48%,5395,1427,0,22.24%
2019-11-26,22685,24496,179,321771,14092,12623,3742799,15541,152,6041,2762,0,14,7,577,407,1139,0,0%,0%,0%,0%,0%,10847,4897,0,19.99%,206924,151409,10347,7751,4298,3611,100202,500,51556,0.664,52%,13.1,153,225,37.7,45%,127,4.5,54%,18109,80794,18102,53,6224,6387,240977,5411,130,14092,5603,3528,0,19.48%,5244,1369,0,21.43%
2019-11-27,20767,22367,187,286635,11104,11502,3393872,14623,84,5458,2201,1,15,6,581,434,937,1,0%,0%,0%,0%,0%,10024,4610,0,20.61%,188236,140409,8718,6802,3962,3381,85719,500,45552,0.728,51%,12.8,152,238,38.6,43%,121,3.5,54%,16419,57148,16417,47,4494,5948,229487,5053,150,11104,4921,3242,0,19.75%,5103,1368,0,23%
2019-11-28,21037,22804,167,275050,12444,11694,3370147,14778,61,5794,2170,1,14,5,606,395,891,1,0%,0%,0%,0%,0%,9836,4515,0,19.8%,171334,124042,8881,6922,3765,3242,91070,500,45026,0.712,51%,12.1,148,231,34.8,44%,117,3.6,54%,16648,60754,16639,40,3179,6156,214296,5160,133,12444,4808,3143,0,18.88%,5028,1372,0,22.29%
2019-11-29,18162,19489,142,265169,23081,9996,2802149,12494,68,5122,1805,0,15,5,493,367,747,0,0%,0%,0%,0%,0%,8967,4085,0,20.96%,177326,134397,7481,5789,3494,2915,76868,500,38991,0.737,51%,13.6,144,218,42.6,45%,118,3.4,54%,14417,48900,14412,27,3046,5072,216269,4289,119,23081,4455,2919,0,20.25%,4512,1166,0,22.99%
2019-11-30,9613,10247,61,128846,5882,5950,1102249,6324,45,2923,955,0,13,5,223,219,474,0,0%,0%,0%,0%,0%,5182,2436,0,23.77%,90346,67892,2445,1946,1785,1485,34270,500,18078,0.799,58%,12.6,108,206,48.4,50%,84,3.9,60%,8256,32575,8248,17,3438,1991,96271,1673,46,5882,3002,1916,0,23.21%,2180,520,0,26.12%
2019-12-01,12300,13056,68,152293,18615,7502,1557939,8343,56,3364,1293,0,13,6,275,254,606,0,0%,0%,0%,0%,0%,6608,3009,0,23.05%,101571,74112,3631,2944,2297,1926,44794,500,24147,0.81,57%,11.7,119,250,49.8,47%,89,2.9,60%,10624,31247,10619,16,2325,2432,121046,2056,53,18615,3516,2345,0,22.07%,3092,664,0,27.3%
2019-12-02,21394,23118,172,283117,9802,11800,3558357,14965,84,5814,2255,0,13,5,583,412,958,0,0%,0%,0%,0%,0%,10893,4716,0,20.4%,180580,131999,10112,7459,4182,3526,88243,500,47940,0.773,51%,12.2,154,236,37.1,45%,124,3.3,53%,16983,55402,16980,45,1421,6135,227715,5113,135,9802,5049,3341,0,19.67%,5844,1375,0,22.41%
2019-12-03,22706,24447,174,299973,10245,12369,3699984,16014,151,5677,2605,0,12,4,609,407,1057,0,0%,0%,0%,0%,0%,11031,4760,0,19.47%,189587,136634,9868,7603,4517,3833,96001,500,50997,0.779,51%,12.3,151,226,36.4,44%,126,4,53%,18209,73021,18202,44,3925,6238,226952,5327,137,10245,5338,3403,0,18.69%,5693,1357,0,21.75%
2019-12-04,20398,21985,154,267404,6780,11302,3249539,14640,84,5163,2098,0,16,5,508,394,838,0,0%,0%,0%,0%,0%,10117,4643,0,21.12%,171696,124375,8755,6775,4079,3416,82874,500,44999,0.774,51%,12.2,148,227,34.2,44%,119,4.1,54%,16069,65264,16067,35,5230,5916,202140,5027,125,6780,5099,3309,0,20.59%,5018,1334,0,22.55%
2019-12-05,19835,21404,141,252364,9227,11112,2939431,14138,114,5048,2104,0,14,6,571,394,925,0,0%,0%,0%,0%,0%,9641,4369,0,20.41%,163737,119717,8128,6345,3959,3378,76540,500,42318,0.756,52%,11.8,137,221,34.7,45%,107,3.6,55%,15779,57161,15774,35,3436,5625,195203,4712,114,9227,4792,3094,0,19.61%,4849,1275,0,22.67%
2019-12-06,17757,19153,145,235851,11163,9811,2793862,12283,87,4922,1860,1,14,6,502,372,791,1,0%,0%,0%,0%,0%,8791,3937,0,20.56%,150736,108892,7578,5966,3345,2844,74192,500,39768,0.774,51%,12.3,146,227,36.4,44%,116,3.4,54%,13989,47956,13986,34,1795,5164,187895,4398,120,11163,4223,2774,0,19.83%,4568,1163,0,22.52%
2019-12-07,9497,10185,60,123182,12730,5838,1194591,6638,25,2628,894,0,12,4,208,205,455,0,0%,0%,0%,0%,0%,4873,2266,0,22.25%,79361,57045,2770,2099,1879,1562,39172,500,18447,1.165,57%,12.1,117,219,44.9,51%,92,3.8,59%,8122,30655,8112,15,4867,2063,92527,1719,46,12730,2824,1720,0,21.18%,2049,546,0,26.47%
2019-12-08,11246,11988,66,133278,6030,6911,1385084,7488,73,3290,1137,0,14,5,248,248,558,0,0%,0%,0%,0%,0%,5861,2796,0,23.32%,89880,67669,3166,2516,2213,1804,38019,500,21505,0.895,58%,11.1,116,237,45.5,48%,86,2.6,60%,9609,24956,9606,16,1042,2379,108322,2001,52,6030,3157,2134,0,22.21%,2704,662,0,27.83%
2019-12-09,21615,23195,168,285140,14001,11637,3372857,15140,93,5717,2245,0,12,5,625,402,931,0,0%,0%,0%,0%,0%,10399,4791,0,20.66%,173444,120350,9215,7203,4226,3592,98255,500,46305,1.019,50%,12.3,145,211,32.7,43%,123,5.2,53%,17222,89899,17220,49,14001,5973,195241,5100,127,13729,5427,3444,0,20%,4972,1347,0,22.55%
2019-12-10,24851,27221,216,341548,9603,13803,4842130,14988,3359,6440,2434,0,14,5,617,439,1004,0,0%,0%,0%,0%,0%,11602,5476,0,20.12%,212887,137441,10375,8062,4197,3562,114089,500,57049,1.33,51%,12.5,178,266,35.7,44%,148,4.6,53%,20277,93704,20275,69,7257,6944,247844,5726,158,9603,5762,3844,0,18.96%,5840,1632,0,23.5%
2019-12-11,22188,24215,206,306679,29422,12407,4023469,14134,1555,6241,2285,0,13,6,528,400,900,0,0%,0%,0%,0%,0%,10875,4919,0,20.31%,205804,138568,9280,7300,4001,3381,87594,500,48874,0.735,51%,12.7,166,258,34.9,44%,131,4.1,54%,17479,71269,17477,59,7751,6736,235410,5575,158,29422,5184,3401,0,19.46%,5691,1518,0,22.54%
2019-12-12,21781,23703,190,320708,43822,12178,3862689,14118,966,6140,2478,1,12,7,552,413,938,1,0%,0%,0%,0%,0%,10100,4608,0,19.44%,215514,132817,9248,7035,3961,3351,91985,500,48803,0.718,51%,13.5,163,252,38.8,45%,129,3.9,54%,17152,66501,17147,48,5448,6551,254207,5456,148,43822,4768,3159,0,18.42%,5332,1449,0,22.12%
2019-12-13,20289,21977,185,330180,68569,11477,3521447,12760,802,5718,2695,2,13,7,505,405,1196,1,0%,0%,0%,0%,0%,9753,4345,0,19.77%,234583,151516,8134,6349,3425,2896,84038,500,44983,0.744,52%,15,160,268,46.8,45%,122,3.9,55%,16281,63497,16278,56,3979,5696,266683,4735,133,68569,4474,3023,0,18.57%,5279,1322,0,23.21%
2019-12-14,13011,14158,102,189964,17362,8153,2305048,7100,430,3852,2776,0,13,4,219,263,1084,0,0%,0%,0%,0%,0%,6100,2814,0,19.88%,131745,74451,3864,3169,1918,1585,52437,500,27025,0.74,58%,13.4,163,322,41.6,49%,120,5.8,60%,11157,64990,11146,43,6597,3001,124974,2380,65,17362,3642,2148,0,19.25%,2458,666,0,22.19%
2019-12-15,13503,14662,78,180538,10553,8492,2135222,8369,273,3987,2033,0,12,6,256,300,810,0,0%,0%,0%,0%,0%,6448,3119,0,21.27%,124312,79416,3980,3218,2233,1862,50013,500,27210,0.828,58%,12.3,146,286,39.1,50%,105,4.6,60%,11389,52415,11389,28,9923,3273,128123,2659,54,10553,3847,2361,0,20.73%,2601,758,0,23.16%
