date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_page_load_time,PagePerformance_network_time,PagePerformance_network_hits,PagePerformance_servery_time,PagePerformance_server_hits,PagePerformance_transfer_time,PagePerformance_transfer_hits,PagePerformance_domprocessing_time,PagePerformance_domprocessing_hits,PagePerformance_domcompletion_time,PagePerformance_domcompletion_hits,PagePerformance_onload_time,PagePerformance_onload_hits,PagePerformance_pageload_time,PagePerformance_pageload_hits,avg_time_network,avg_time_server,avg_time_transfer,avg_time_dom_processing,avg_time_dom_completion,avg_time_on_load
2021-09-26,19117,20180,62,51729,360,10949,2010131,16247,40414,16240,33,360,55%,2.5,89,3933,11315,3438,32,285,51%,2.9,143,14780,66,3673,1659,2,12,7,91,358,545,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,38807,26768,4951,3928,6764,5423,1207,500,,,54%,2.6,100,0.91,6340.579,38774,11713.838,38763,4888.424,38752,67652.087,38630,7994.864,8399,23.388,8335,25988.177,28608,0.16,0.3,0.13,1.75,0.95,0
2021-09-27,33007,35137,161,97294,354,17858,4335276,26650,71009,26646,67,354,53%,2.7,105,8487,26285,7324,102,286,45%,3.1,181,24407,381,7239,3108,2,13,7,209,536,864,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,69133,50100,14690,10161,10162,8378,3309,500,,,51%,2.8,123,0.79,10935.982,69062,18839.746,69040,8240.32,69016,91325.113,68537,12792.108,16389,40.638,16311,40850.783,51392,0.16,0.27,0.12,1.33,0.78,0
2021-09-28,33163,35291,168,95316,350,18043,4208036,26764,69611,26759,73,350,53%,2.6,102,8527,25705,7384,104,234,45%,3,173,23927,397,7737,3228,2,12,9,234,574,871,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,68505,49840,13986,10454,9407,7822,3418,500,,,51%,2.7,119,0.8,10515.236,68451,18533.277,68435,8336.153,68418,88934.147,67882,13195.557,15828,44.293,15757,40881.159,50795,0.15,0.27,0.12,1.31,0.83,0
2021-09-29,31663,33681,140,91102,336,17563,3812812,25503,66110,25500,49,336,54%,2.6,96,8178,24992,7063,95,312,46%,3.1,168,22719,830,7133,2987,12,12,6,179,542,849,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,64377,46903,13504,10051,10487,8379,2734,500,,,52%,2.7,113,0.84,10196.354,64333,18124.221,64309,7478.535,64300,85731.387,63917,13218.154,15149,36.898,15073,40213.812,47846,0.16,0.28,0.12,1.34,0.87,0
2021-09-30,30386,32341,173,86620,352,16786,3789475,24442,62572,24439,82,352,54%,2.6,97,7899,24048,6857,104,269,46%,3,178,22171,417,6755,2994,4,14,8,189,527,804,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62512,45297,12311,9116,8913,7503,2884,500,,,52%,2.7,117,0.83,11282.134,62472,17694.769,62429,7866.168,62426,86407.967,62011,12797.004,14604,34.977,14533,38445.438,46412,0.18,0.28,0.13,1.39,0.88,0
2021-10-01,27555,29215,135,79138,346,15081,3404571,22179,56592,22175,57,346,54%,2.6,96,7036,22546,6160,82,252,45%,3.2,182,20111,190,6456,2455,3,12,7,141,475,705,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57143,40769,10807,7877,8590,7074,2598,500,,,52%,2.7,117,0.87,9163.152,57111,21700.961,57086,7614.808,57083,91919.415,56695,11101.74,13271,34.37,13200,36946.806,42407,0.16,0.38,0.13,1.62,0.84,0
2021-10-02,17830,18757,56,46960,370,10351,1738245,15284,37132,15282,38,352,56%,2.4,82,3473,9828,3047,21,370,50%,2.8,141,13460,205,3561,1531,0,13,8,63,305,466,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,36024,24631,4152,3347,5851,4836,933,500,,,55%,2.5,93,0.91,5779.937,36003,11552.74,35985,4659.042,35975,59399.282,35841,8227.936,7424,21.348,7364,24021.384,26432,0.16,0.32,0.13,1.66,1.11,0
2021-10-03,18334,19335,50,50581,348,10238,2013193,15522,38668,15516,29,348,54%,2.5,91,3813,11913,3341,25,290,48%,3.1,158,13836,87,3836,1575,1,16,7,72,330,502,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,37684,25769,5248,4078,6394,5249,1255,500,,,53%,2.6,104,1.08,5525.945,37662,13663.379,37654,4387.82,37619,64430.104,37501,8283.418,8335,23.456,8264,30146.065,27839,0.15,0.36,0.12,1.72,0.99,0
2021-10-04,31800,34012,164,100033,355,17108,4639954,25593,72051,25592,81,355,52%,2.8,119,8419,27982,7196,97,315,44%,3.3,190,22919,160,7884,3047,2,13,6,180,540,855,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,71068,50577,15544,10981,9800,8019,3621,500,,,50%,2.9,136,0.81,11957.386,70988,19664.273,70971,8226.387,70942,90697.752,70512,14252.778,16687,38.513,16612,42614.367,52785,0.17,0.28,0.12,1.29,0.85,0
2021-10-05,30575,32714,174,94724,352,16444,4278573,24505,67261,24500,86,352,53%,2.7,112,8209,27463,7045,103,225,43%,3.3,187,21847,181,7801,2880,5,14,7,190,534,845,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67120,47965,15086,10520,8966,7562,3552,500,,,50%,2.9,131,0.81,10242.888,67078,18174.572,67066,7438.385,67038,81423.734,66687,13492.72,15812,37.965,15735,40292.249,49902,0.15,0.27,0.11,1.22,0.85,0
2021-10-06,28452,30479,150,85808,338,15344,3912577,22666,60123,22663,66,338,53%,2.7,107,7813,25685,6697,91,328,43%,3.3,191,20422,108,7190,2756,3,16,7,177,524,818,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61382,44011,13473,9782,8384,7098,2569,500,,,50%,2.8,128,1.04,9385.831,61351,17108.13,61338,7399.447,61310,82001.139,61012,21266.927,14624,33.804,14554,47425.99,45698,0.15,0.28,0.12,1.34,1.45,0
2021-10-07,28447,30411,152,82500,355,15593,3730042,22766,58415,22763,75,355,54%,2.6,102,7645,24085,6513,86,215,44%,3.2,185,20182,109,7494,2621,5,13,6,202,532,788,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59268,42917,12219,8909,8162,6839,2851,500,,,51%,2.7,123,0.82,9555.704,59229,16605.864,59204,7152.14,59196,95511.945,58826,11667.585,13648,32.118,13581,36127.756,43947,0.16,0.28,0.12,1.62,0.85,0
2021-10-08,25168,26854,119,73838,345,13649,3291293,20016,52394,20011,45,345,54%,2.6,103,6838,21444,5900,85,198,43%,3.1,181,17735,107,6641,2370,1,14,6,176,481,724,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,53150,37858,10705,7833,7531,6305,2452,500,,,51%,2.7,123,0.88,8357.609,53118,14936.761,53097,6269.251,53087,78810.579,52828,11658.529,12203,31.871,12137,34497.887,39411,0.16,0.28,0.12,1.49,0.96,0
2021-10-09,15647,16455,48,42538,342,9113,1673130,13359,33599,13359,31,342,57%,2.5,91,3096,8939,2698,17,192,50%,2.9,150,11467,77,3582,1329,0,11,5,67,291,425,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,32739,21975,3967,3015,4926,4142,906,500,,,55%,2.6,102,0.89,5000.96,32718,9449.084,32709,3382.056,32694,50262.335,32549,7371.722,6530,18.532,6473,21358.302,23945,0.15,0.29,0.1,1.54,1.13,0
2021-10-10,16842,17780,45,47191,336,9655,1904452,14280,36356,14276,26,336,55%,2.5,89,3500,10835,3048,21,222,50%,3.1,181,12476,71,3720,1513,0,12,7,70,333,500,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35595,23965,4856,3744,5606,4565,1134,500,,,54%,2.7,107,0.91,5281.387,35566,10557.107,35558,4025.403,35550,57117.603,35442,8345.33,7438,20.765,7362,23867.128,26152,0.15,0.3,0.11,1.61,1.12,0
2021-10-11,30374,32603,150,93417,345,16433,4341812,24327,66506,24323,72,345,53%,2.7,112,8276,26911,6981,90,187,44%,3.3,196,21578,126,7947,2951,1,15,8,204,557,831,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67015,48018,13124,9807,9243,7747,4035,500,,,50%,2.9,133,0.81,10087.305,66966,18024.166,66948,7655.748,66941,88033.782,66496,13980.913,15341,36.875,15264,40226.027,49659,0.15,0.27,0.11,1.32,0.91,0
2021-10-12,30921,33173,192,95595,359,16606,4550779,24777,66888,24773,88,359,53%,2.7,112,8396,28707,7111,115,184,43%,3.4,210,21581,158,8401,3018,15,14,6,187,579,888,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,68167,49332,14573,10263,9032,7521,3823,500,,,50%,2.9,137,0.8,10232.189,68099,19328.917,68088,8113.45,68038,76987.818,67671,15369.902,15519,35.736,15431,40433.076,50474,0.15,0.28,0.12,1.14,0.99,0
2021-10-13,30558,32534,142,87159,334,17418,3770598,24727,61517,24721,56,334,56%,2.5,93,7807,25642,6730,89,211,44%,3.3,188,20360,469,9021,2680,4,13,9,172,504,765,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,63632,46934,12508,9250,8184,6789,2835,500,,,54%,2.7,116,0.77,17835.225,63605,19536.432,63597,7932.755,63550,57959.285,63156,15553.563,13956,34.896,13894,36121.288,46959,0.28,0.31,0.12,0.92,1.11,0
2021-10-14,29742,31798,166,84088,345,16273,3710018,23805,59060,23798,69,345,54%,2.5,96,7993,25028,6834,110,124,44%,3.1,179,21021,149,7858,2768,2,16,7,168,554,813,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60014,45443,12330,8998,8600,7266,3144,500,,,51%,2.6,117,0.74,10538.163,59952,17799.702,59933,8309.824,59900,63187.624,59529,12378.022,14191,34.461,14130,33123.056,44605,0.18,0.3,0.14,1.06,0.87,0
2021-10-15,26196,27855,149,72434,360,14549,3221995,20885,50916,20881,57,360,55%,2.4,97,6970,21518,6042,100,161,44%,3.1,172,18372,105,6976,2393,9,14,7,155,509,723,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,52150,39083,10594,7867,7252,6038,2438,500,,,52%,2.6,116,0.73,9698.115,52125,15273.352,52113,6412.641,52082,48376.119,51817,10022.636,12065,29.598,12010,28101.472,38702,0.19,0.29,0.12,0.93,0.83,0
2021-10-16,16346,17243,50,42612,341,9541,1736753,13785,32120,13785,33,341,57%,2.3,82,3458,10492,3015,21,199,49%,3,175,11937,58,3747,1499,2,13,6,60,315,482,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,32047,23383,4370,3383,4950,4196,1245,500,,,55%,2.5,101,0.74,5092.09,31997,10087.551,31979,4657.885,31969,46996.883,31838,6686.025,6834,20.584,6793,17520.82,23568,0.16,0.32,0.15,1.48,0.98,0
2021-10-17,18556,19656,68,48726,326,10722,1961078,15807,37194,15803,45,326,56%,2.4,83,3849,11532,3303,29,111,49%,3,168,13607,152,4248,1649,0,12,9,67,340,511,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,36651,27134,5145,4075,5565,4616,1365,500,,,55%,2.5,100,0.73,6080.521,36623,12052.389,36614,5620.147,36568,49057.288,36434,7511.923,7827,22.162,7766,19801.692,26972,0.17,0.33,0.15,1.35,0.96,0
2021-10-18,33426,35573,156,92397,292,18637,4135502,27092,65807,27088,66,292,55%,2.4,97,8481,26590,7320,101,183,45%,3.1,177,23889,181,8438,3057,8,15,8,192,616,908,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,66499,50396,13246,9791,9594,8163,3058,500,,,52%,2.6,116,0.74,10774.894,66454,19354.995,66438,9193.007,66399,78804.185,66090,14448.811,15757,43.106,15686,36844.655,49470,0.16,0.29,0.14,1.19,0.92,0
2021-10-19,32898,35051,189,97075,353,18060,4221312,26735,70454,26730,83,353,54%,2.6,102,8316,26621,7133,115,208,45%,3.2,180,22847,195,8967,3042,0,12,9,200,540,831,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,69587,50556,14708,9971,9293,7871,3487,500,,,52%,2.8,120,0.67,10683.888,69543,19672.996,69530,19629.966,69484,63959.858,69050,12796.965,15628,41.734,15553,34717.387,51464,0.15,0.28,0.28,0.93,0.82,0
2021-10-20,31240,33218,160,91711,356,17495,3846994,25201,65467,25197,79,356,55%,2.6,95,8017,26244,6889,89,243,44%,3.3,181,22074,168,8062,2912,2,12,7,188,541,842,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,64431,46857,14005,10250,10431,8292,2844,500,,,53%,2.8,116,0.72,10532.546,64379,18565.807,64364,7544.103,64315,60910.858,63977,12924.821,14619,38.254,14557,34516.165,47701,0.16,0.29,0.12,0.95,0.88,0
2021-10-21,30805,32786,159,91530,360,17063,3935728,25002,65168,24998,59,360,55%,2.6,97,7784,26362,6725,111,166,44%,3.4,194,21149,172,8614,2846,5,16,6,179,551,829,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,65236,47176,14111,9948,9139,7477,3044,500,,,52%,2.8,120,0.75,10942.793,65189,19039.64,65174,8325.299,65142,61005.058,64815,14622.978,14879,36.147,14817,36106.022,48336,0.17,0.29,0.13,0.94,0.98,0
2021-10-22,27534,29344,141,81169,360,15411,3559842,22198,57943,22194,63,360,55%,2.6,102,7146,23226,6140,84,247,45%,3.3,182,18757,101,7981,2497,8,16,8,163,482,735,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58383,41696,12518,8724,7565,6328,2703,500,,,53%,2.8,121,0.73,14432.195,58325,17218.8,58320,7315.743,58278,53251.836,57964,12933.451,13049,31.952,12998,31697.524,43155,0.25,0.3,0.13,0.92,0.99,0
2021-10-23,14150,14855,32,38545,346,8368,1529329,12088,29307,12077,18,346,58%,2.4,87,2767,9238,2431,16,330,51%,3.3,175,10194,51,3363,1246,1,13,7,66,277,407,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,29423,20018,4086,3150,4132,3430,904,500,,,56%,2.6,103,0.75,4435.347,29400,9381.704,29383,3488.194,29371,29455.933,29297,6919.579,5850,16.653,5803,16132.291,21517,0.15,0.32,0.12,1.01,1.18,0
2021-10-24,17094,18042,45,46712,348,9894,1887511,14555,36088,14553,27,348,56%,2.5,87,3487,10624,3037,22,200,48%,3,177,12281,112,3819,1814,16,13,9,82,321,481,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35931,24198,4397,3466,5367,4355,1017,500,,,55%,2.6,105,0.77,5681.257,35913,11162.154,35906,4811.32,35874,45183.139,35767,8994.889,7123,21.04,7067,20254.811,26275,0.16,0.31,0.13,1.26,1.26,0
2021-10-25,29341,31444,167,85856,311,16187,3922812,23528,59106,23522,74,311,55%,2.5,96,7916,26750,6684,109,269,42%,3.4,210,21429,97,6809,3095,14,15,6,195,537,806,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,63560,45774,11267,8582,8405,7081,2624,500,,,51%,2.7,125,0.71,9689.277,63539,18694.961,63533,8361.747,63490,72507.761,63174,13386.915,13760,33.762,13673,33352.436,46861,0.15,0.29,0.13,1.15,0.97,0
2021-10-26,27657,29615,145,81813,358,15254,3531868,22009,56333,22004,51,358,54%,2.6,96,7606,25480,6435,101,142,43%,3.3,187,19820,131,6611,3025,28,17,7,180,539,803,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60688,43418,11029,8333,7784,6534,2312,500,,,52%,2.8,119,0.72,9104.935,60654,17796.102,60648,7325.056,60610,59606.655,60269,13181.237,12957,31.005,12879,32239.457,44669,0.15,0.29,0.12,0.99,1.02,0
2021-10-27,26614,28519,126,77801,333,14915,3343321,21193,54023,21190,51,333,56%,2.5,92,7326,23778,6241,82,126,43%,3.2,190,18653,105,6442,3305,14,13,7,165,534,811,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57793,41295,10001,7814,7932,6390,2075,500,,,52%,2.7,117,0.72,8833.417,57756,16769.466,57713,7059.785,57726,62249.679,57431,13049.329,12275,27.931,12197,30805.559,42516,0.15,0.29,0.12,1.08,1.06,0
2021-10-28,25665,27520,131,78537,511,14114,3510339,20433,54621,20431,52,511,54%,2.7,103,7087,23916,5989,84,238,44%,3.4,197,17967,146,6283,3114,10,13,6,156,522,793,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58352,41140,10631,8118,7398,6207,2156,500,,,51%,2.9,128,0.7,8911.944,58324,16992.997,58310,7053.816,58292,57526.244,57983,12618.413,12460,28.315,12386,29941.943,42959,0.15,0.29,0.12,0.99,1.01,0
2021-10-29,23798,25347,122,68247,337,13363,2938865,19199,48486,19198,50,330,55%,2.5,94,6148,19761,5324,82,337,45%,3.2,185,16768,183,5711,2670,15,14,6,143,459,717,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,51502,36385,8502,6708,6559,5461,1684,500,,,53%,2.7,116,0.68,7562.399,51475,15390.807,51460,6544.638,51441,52909.127,51128,9627.863,10731,27.18,10668,25669.033,37817,0.15,0.3,0.13,1.03,0.9,0
2021-10-30,15592,16422,35,43778,358,8815,1770214,13420,34327,13417,19,358,55%,2.6,92,3002,9451,2593,21,169,47%,3.1,179,11178,70,3531,1638,5,12,6,64,329,505,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,33893,22503,4043,3090,5016,4054,826,500,,,54%,2.7,108,0.72,4998.765,33885,10557.353,33867,4235.945,33862,42115.599,33756,6563.148,6784,17.444,6731,17749.406,24814,0.15,0.31,0.13,1.25,0.97,0
2021-10-31,15915,16861,40,46092,360,9008,1982030,13585,35725,13582,25,360,55%,2.6,102,3276,10367,2808,16,172,47%,3.2,181,11735,65,3442,1619,0,15,6,58,320,499,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35575,23419,4351,3465,5323,4378,843,500,,,53%,2.7,118,0.74,5516.315,35558,11041.989,35547,4919.04,35537,44025.184,35414,7399.15,7127,19.508,7075,19233.076,26043,0.16,0.31,0.14,1.24,1.04,0
2021-11-01,19252,20377,40,53755,341,11062,2287793,16519,40873,16517,19,341,56%,2.5,94,3858,12882,3280,24,201,46%,3.3,191,13495,211,4483,2177,11,14,7,78,383,595,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,41242,28103,5407,4198,5914,4870,1192,500,,,54%,2.6,112,0.75,6761.88,41209,12899.486,41195,5493.423,41180,54014.676,41098,9168.543,8281,24.959,8231,22648.904,30199,0.16,0.31,0.13,1.31,1.11,0
2021-11-02,26937,28797,139,80050,344,14802,3623385,21560,56732,21558,67,344,54%,2.6,103,7237,23318,6206,84,228,44%,3.2,194,18664,172,6798,3152,11,10,6,152,545,822,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59675,42338,9957,7747,8106,6651,2312,500,,,51%,2.8,126,0.7,9255.324,59589,17547.305,59580,7465.694,59546,63593.197,59234,11898.519,12764,32.169,12704,30625.508,43902,0.16,0.29,0.13,1.07,0.93,0
2021-11-03,26841,28748,126,78174,348,15101,3489335,21452,54196,21449,49,348,56%,2.5,96,7296,23978,6226,84,236,44%,3.3,196,18679,133,6838,3090,8,15,5,158,497,778,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58631,41848,10014,7681,7494,6331,2035,500,,,53%,2.7,121,0.73,9579.523,58608,17694.127,58597,10582.18,58578,59721.882,58232,12706.594,12246,30.697,12178,31232.564,43073,0.16,0.3,0.18,1.03,1.04,0
2021-11-04,26297,28184,139,77325,351,14801,3464841,21071,53855,21066,49,351,55%,2.6,98,7113,23470,6035,98,246,44%,3.3,198,18077,122,6807,3157,21,13,7,153,530,822,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58055,41198,9976,7775,7265,6057,2029,500,,,53%,2.7,123,0.71,8822.743,58034,17414.614,58022,7240.067,58000,72855.959,57561,12497.938,12024,28.98,11954,30190.627,42599,0.15,0.3,0.12,1.27,1.04,0
2021-11-05,24396,26020,125,70163,344,13839,3060060,19517,49555,19515,46,340,56%,2.5,95,6503,20608,5572,84,344,45%,3.2,184,16513,192,6542,2772,1,14,8,128,473,693,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,52950,37638,8525,6372,6758,5636,1930,500,,,53%,2.7,118,0.7,8300.862,52900,15748.279,52893,6483.786,52855,53070.754,52502,10722.848,10722,31.801,10656,26992.595,38754,0.16,0.3,0.12,1.01,1,0
2021-11-06,16742,17612,46,46063,352,9834,1820714,14308,35888,14307,24,352,58%,2.5,87,3304,10175,2848,25,295,48%,3.1,176,11354,177,4338,1740,3,12,6,73,325,498,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35984,24095,4148,3241,5049,4090,882,500,,,56%,2.6,103,0.64,5015.105,35960,10884.158,35958,4026.675,35943,38726.835,35869,6046.518,6750,19.141,6703,16822.845,26197,0.14,0.3,0.11,1.08,0.9,0
2021-11-07,19281,20347,47,52422,344,11458,2164904,16608,41297,16607,18,344,58%,2.5,91,3739,11125,3194,33,137,48%,3,176,12605,131,5191,2417,3,12,7,68,352,548,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,40659,28014,5123,3858,5559,4547,1081,500,,,56%,2.6,106,0.7,6176.134,40642,12899.143,40632,4960.168,40606,47088.57,40503,8316.728,7674,24.557,7623,20806.482,29613,0.15,0.32,0.12,1.16,1.08,0
2021-11-08,31053,33251,155,91803,356,17457,4050802,25140,65892,25138,67,356,55%,2.6,100,8111,25911,6861,99,116,44%,3.2,190,19952,156,8916,4225,2,13,7,175,570,854,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67206,48734,13498,9206,8248,6835,2851,500,,,53%,2.8,122,0.66,10611.496,67150,19486.903,67147,8807.034,67102,66635.877,66762,11882.779,14332,34.029,14264,32798.02,49459,0.16,0.29,0.13,1,0.83,0
2021-11-09,30896,33000,151,90898,359,17403,4105077,25014,65056,25012,61,359,56%,2.6,104,7986,25842,6784,99,264,44%,3.2,189,19805,167,9110,3914,4,12,7,163,580,869,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67117,48856,13309,9179,7874,6592,2598,500,,,53%,2.8,124,0.65,21243.884,67093,19493.987,67087,8499.346,67047,72939.402,66709,12579.233,13691,32.292,13618,32177.502,49207,0.32,0.29,0.13,1.09,0.92,0
2021-11-10,29697,31733,147,85938,353,17018,3918646,24221,61960,24213,55,353,56%,2.6,103,7512,23978,6381,99,165,46%,3.2,191,19358,345,8753,3275,2,12,8,162,566,829,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,63759,46284,11876,8615,7965,6685,2338,500,,,54%,2.7,123,0.67,10296.613,63729,18625.148,63724,8162.439,63695,70743.388,63427,12059.708,13097,32.099,13032,31410.976,46784,0.16,0.29,0.13,1.12,0.92,0
2021-11-11,22245,23517,62,60870,354,13076,2503254,19102,46467,19096,34,354,58%,2.4,87,4415,14403,3762,32,257,47%,3.3,189,14667,581,5606,2659,4,13,8,80,414,641,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,46828,32828,6459,4773,6381,5240,1202,500,,,56%,2.6,106,0.73,7346.952,46807,14440.435,46797,5830.586,46767,61202.714,46651,10550.21,9078,25.3,9015,25011.968,34185,0.16,0.31,0.12,1.31,1.16,0
2021-11-12,24152,25736,104,72340,998,14105,3222530,20028,53635,20023,45,998,57%,2.7,104,5708,18705,4857,64,331,46%,3.3,200,15798,303,6848,2779,8,13,7,149,478,706,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,54567,39116,9296,6647,6439,5394,2038,500,,,55%,2.8,125,0.66,8459.738,54536,16959.173,54525,7433.122,54485,67665.297,53859,9967.087,10413,27.377,10349,26199.185,39694,0.16,0.31,0.14,1.26,0.96,0
2021-11-13,17367,18358,50,47432,358,10292,1929167,14732,36657,14730,23,358,58%,2.5,89,3626,10775,3126,33,140,50%,3,171,11906,187,4275,1990,0,12,8,68,340,519,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,36903,25227,4592,3330,5075,4274,862,500,,,56%,2.6,105,0.75,5986.518,36894,11112.425,36887,4487.229,36872,53654.516,36775,9140.308,7003,19.141,6944,20172.771,26895,0.16,0.3,0.12,1.46,1.31,0
2021-11-14,19968,21096,44,54599,348,11651,2202148,17050,41611,17048,21,348,57%,2.4,87,4046,12988,3454,25,261,49%,3.2,177,13726,322,4845,2203,0,13,8,85,347,535,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,41792,29010,5433,4150,6325,5097,1049,500,,,55%,2.6,104,0.73,6528.58,41768,13013.653,41765,5606.82,41743,55153.549,41624,9008.874,8515,21.958,8447,22473.138,30643,0.16,0.31,0.13,1.33,1.06,0
2021-11-15,33344,35646,165,97472,352,18786,4431388,27114,70147,27110,75,352,55%,2.6,102,8532,27325,7250,99,178,44%,3.2,194,22016,257,9221,4127,25,12,7,208,561,885,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,72276,52845,13245,9606,9010,7485,2941,500,,,53%,2.7,124,0.75,11623.23,72237,21862.432,72238,10217.369,72189,100440.918,71717,17734.362,14923,35.39,14824,39542.011,53021,0.16,0.3,0.14,1.4,1.19,0
